Lenovo Laptop 710-151kb Model 80V5 For Parts,US,$18.50,For parts or not working,Intel Core i5 7th Gen.,14 in,,,,,,Lenovo,,Notebook/Laptop,,,,,,,https://www.ebay.com/itm/295785906123?hash=item44de36bfcb:g:lPgAAOSwM9tkmtfp&amdata=enc%3AAQAIAAAAsF38vaZtW2%2FavqjcztIrwFIS9E9GgmpWZexKV3fu8bnDu4ugljOlaamlL11lhgQAG4SfD1BhkG89A%2F8prR%2Bz4bw3HpbLfvI4ZlQhel0d3zhp3BXjDffFMBHwEnjiMiyVZLCdTbgGl36O6ZMhSgqowu7oh08itM8fB4CSo%2Bg2xfh39iNhL4UWFMa%2FmrsNYWkCitKa2hBBjsxIh%2FlItkasG5m9ZNxyYweVagbZiy3TCUzv%7Ctkp%3ABk9SR_78vI-jYg
"Dell Precision 5520,i7 7th Gen, No Ram, Keyboard Lights Up, For Parts or Repair",US,$93.00,For parts or not working,Intel Core i7 7th Gen.,15.2 in,Black,,,,,Dell,,,,Dell Precision 5520,,,,,https://www.ebay.com/itm/275923309989?hash=item403e4f95a5:g:5ZwAAOSwLc9kmeqv&amdata=enc%3AAQAIAAAAsF2D7jKR0bc9CSyzPTc6LLmaGGBOGqUPjQfiHny%2FTIK8klCkOkT8A5N3sDFvZEKkzG0SNk0h1QiMdK5h5Y7qFWjZXj%2Be6yPtzYW2Uw6rvQ00nGYD2mItgrXMOYf8DnFF2mSQoA5J8pdwiIO02TX4A3sdfE6s9NawA3EgA4f6RE9mdeOmM%2FJeQgcoAbHZvGmB62GmH4ZywF%2BRxIbox99X891JYamu4k%2FFQLQifabn8Bv%2B%7Ctkp%3ABk9SR_78vI-jYg
Toshiba Satellite Click 2 Pro P35W-B3220-i5 FOR PARTS OR REPAIR,US,$29.95,For parts or not working,Toshiba,Intel Core i5-4210U,"14""",Silver,,,,1.70 GHz,,Notebook/Laptop,,P35W-B3220,Windows 8.1,Not Included,HDD (Hard Disk Drive),,https://www.ebay.com/itm/314659327539?hash=item4943284e33:g:SC8AAOSwwOdkkSzU&amdata=enc%3AAQAIAAAA4GTxe%2BqhQAZCgb9tBewdrzYyiSLS%2FYW4WWNuzsA2UksM71s7334394F5vBI0szAKHz8%2FwfPIYd%2B151BJRqzpj%2BGnY7w7%2Bq6k7yo8EY7NmduD%2Bc2O8SYvoYXd9Njq%2BDMWdUxVTspU6G76rH1J%2Bhgh7jtajsww7n3h46WGMq8r3pOPdGTwPRBBDSP9YHT7ffB8Zi5Pew4sPOWzEeL3PiTG2UAj%2FjrVaUPeuQLjy18qBsSNBt01zu59OKNxA89ggS5QA3pIVeZ%2BrgMngxpfGXqVS22Y1ogq0%2B5bW%2F%2FmEZAKvQ1%2F%7Ctkp%3ABk9SR_78vI-jYg
Lenovo Yoga 7i 16'' 2.5K Touchscreen 2-in-1 Laptop W/ Stylus Pen Storm Grey,US,$400.00,Open box,Lenovo,"12th Intel Evo Platform 12-Core i5-1240P, 8GB LPDDR5 RAM",16 in,Gray,8 GB,512 GB,,,Yoga,Notebook/Laptop,,Lenovo Yoga 7i,,,,,https://www.ebay.com/itm/394702095557?hash=item5be61404c5:g:qQ0AAOSwoQtklMLA&amdata=enc%3AAQAIAAAAwMK4ra0x6Qmi2IvdJ9dDDWa%2F05Vd1DLc4MTMRDHULdOfoVVBUqu3ZAQ%2FgOVh4pwFNb6odbFjvdqUrzmv3yg%2FQvapcvhwFM%2FSFcttIwcqZACptWkv8v7CQ2ISg1IoV5T1v9NCr9TekrF3mTtOO8vH9iwWAQnD6XyNXmOPBw%2BVsSwZaPfRcNYTqGlFpmyPREj8E0%2F8MIQhP%2B9G%2BoxGQOd5V569SIBFoNBdbTyF9SMPPOJd9pD1xtq6uBOHW%2BBi96xxhQ%3D%3D%7Ctkp%3ABk9SR_78vI-jYg
Lenovo ThinkPad E490 Core i5 8265U 1.6GHz 8GB RAM No HDD 14'' No OS Laptop,US,$71.00,For parts or not working,Core i5 8265U,14,,8GB,,,1.6GHz,Lenovo,,Laptop,,E490,No OS,No,,,https://www.ebay.com/itm/134637380720?hash=item1f59036470:g:acoAAOSwqBpkoLJ7&amdata=enc%3AAQAIAAAA0DcK4XES3edKA%2FutcbK2eaSecYsIz1oZAJVKc6seCdXv9Pqz%2BGIzv0iwso46SkFmCWZw4cfRP1woFKCJ2lR5Ij65V%2FvGj4fFihADgHEn5IhHHDcoeRNxOYuVRWBVKzJbFMKlFaiiNzIKd%2F%2FP6xQi2B5DLNgX%2FmgqnkH2aGV0NkrOTuADNQCKgDGanX8DZQYDj%2FOkJwmqN%2B5dceAgBEaMl4lRys%2FTCtVC323VIE5Lu9ur4YkHzh%2FRw1RtYGqMf%2Fz6mJVwK3ZfRzftJ3GK5CNHVwk%3D%7Ctkp%3ABk9SR_78vI-jYg
"HP ProBook 640 G1 14"" Laptop Intel i5-4300M, 8GB RAM, 320Gb HDD No OS *",US,$49.99,Used,Intel Core i5 4th Gen.,14 in,,8 GB,256 GB,,,HP,,Notebook/Laptop,,HP ProBook,Not Included,320 GB,HDD (Hard Disk Drive),,https://www.ebay.com/itm/125915521174?hash=item1d51266096:g:Ht8AAOSwRgBkUUju&amdata=enc%3AAQAIAAAAsNj1ik45BSbkvYiF44Az%2FxExlE4YYpvY%2FiQw0BOfGg0XDkyoaIR1mY%2B6SCqUU9YauhsLWboweQzTogxZJO8mqwBRsPrNshPe5OLHphKQsM%2B5UFYplpHPa%2FEKVkhGorfnST%2F3NHIoir0R1J%2BCI%2FpO0Nmzb9FW2hmbDjDmOQwRU9YjJE%2BdWKlUY6%2BnZD3II%2BjVyG3vFk1jPOXAbibdkLb07Ig0oBUxbW5lmsCRC%2FUu6eMv%7Ctkp%3ABk9SR_78vI-jYg
Lenovo IdeaPad Flex 5 15ITL05 15.6'' (1TB SSD Intel Core i7-1165G7 2.8GHz...,US,$255.00,For parts or not working,Intel Core i7 11th Gen.,15.6 in,Gray,16 GB,1 TB,NVIDIA GeForce MX450,2.80 GHz,Lenovo,IdeaPad,Notebook/Laptop,3840 x 2160,Lenovo Flex 5,Windows 11 Pro,1 TB,SSD (Solid State Drive),,https://www.ebay.com/itm/185969246418?epid=22058699337&hash=item2b4ca180d2:g:10UAAOSw-m1kofVr&amdata=enc%3AAQAIAAAAwHuLX1kWIGNOgVC2k4M6UplaQ0O7oMbX3xxWqG9P1zOzkYE216rnOaRoknZn0vDgL6wi5E1usKG1rg9w7kIqghGOXCVAXiy%2FCwxELfYs3c8JS6rwIygZeT5AmzB1TJONbYUEerrlFHUMX0v2ZqiFUDuTCGIYPrmg90c7fAZezBfRYOaWOVIsYec3X%2BeFl4z3177zeLi1aPryazs5rye8eDoCSXWbbLKSenACjisXNw1HaaKA9K5cZRNQG0m0%2F7Ahmg%3D%3D%7Ctkp%3ABk9SR_78vI-jYg
"Lenovo IdeaPad 5 15ITL05 15.6'' (512GB SSD, Intel Core i7-1165G7, 2.8GHz,...",US,$215.00,For parts or not working,Intel Core i7 11th Gen.,15.6 in,Gray,16 GB,512 GB,Intel Iris Xe Graphics,2.80 GHz,Lenovo,IdeaPad,Notebook/Laptop,1920 x 1080,Lenovo IdeaPad 5 15ITL05,Windows 11 Home,512 GB,SSD (Solid State Drive),,https://www.ebay.com/itm/185969266650?epid=19052716424&hash=item2b4ca1cfda:g:3L8AAOSwvNFkofqL&amdata=enc%3AAQAIAAAAwJLaRBxV3YV2bvN3zNMtnoc8M60iTlPB0Q7n65KOtSKxhpfahTbKyt%2FjA2SDV%2F2Qcwvu1%2BDx1fHitDqy1ELyND9NMDcac0wm2Wk4NIBrc2qC%2B1DvgZEezkQeth1TmbYJasfPgNa6Ca2J9KW9snEGzBqorwXu9gJdNlLdynWmaysydLm9PQAGj1AgfORuoLBnynNmxAm%2BCl4kXVbcwBxsJbtfKLwEnf4uye0rIvt8EefWhyOMC4hCOY6PXPlpLHgpyw%3D%3D%7Ctkp%3ABk9SR_78vI-jYg
Good Cheap Laptop Lenovo Chromebook ~ WITH Charger,US,$25.00,Used,Intel Celeron N3150,11 in,Black,4 GB,16 GB,Intel HD Graphics,1.60 GHz,Lenovo,,Notebook/Laptop,1366 x 768,Lenovo ThinkPad 11e,Chrome OS,16 GB,eMMC,,https://www.ebay.com/itm/385709289880?hash=item59ce10b198:g:WvQAAOSwpeVkmEQc&amdata=enc%3AAQAIAAAA0KmT60TJsjr7%2BkfXUQZxsxgqMjXeG7sOCPa2XFZ50FRwPSB7HRr6wivL103exsFHU5kxyr8O3tuUQq1exfr5zu9j1MFIm0lyqH7arY9inDAF%2BJBqBTIQQIcsUvSYWtkXOb7gwekyuiqQtB5wWoC4uo33IS9%2Bu8VcZQ%2B2Vp65tSjpYZU73LLqmENpzfAOBTvgEuZ8wgdwwJpj5ZZeG3C0rl8lJuennOWozqdARXblMNysIyq4MP50aRbwpYeDiPzCPDjwfd4g1jd5IjCgSg3kFec%3D%7Ctkp%3ABk9SR4D9vI-jYg
Dell Latitude E5570 i7-6820HQ 2.7GHz AMD Radeon R7 M370 No SSD,US,$88.99,Used,Intel Core i7 6th Gen.,15.6 in,,8 GB,,AMD Radeon R7 M370,2.70 GHz,Dell,Latitude,,1920 x 1080,Dell Latitude E5570,,,SSD (Solid State Drive),,https://www.ebay.com/itm/155629190654?hash=item243c38fdfe:g:kqAAAOSwvv1kmMeU&amdata=enc%3AAQAIAAAA4MtYCw829eJnXHo7jiXkXaOEvs%2FseJySjiIf6c6S%2BynJtJA9vN079OaBb1A1TV9mItCNyRyleF1vDh84X6Z2WNColCP28V%2Ftqcn1FnEKtfRKFurT0TYFh2tyaY%2F0fwEuPnjtI2dJJCgWXnvWcKkfMLCz%2FK5aLaWlwLaYOBY8jmivDY7XcF73D5fYqxiyzV3Qlb%2Bp0Ran1JpsTOqwFkfbREG8QfrU8SKgWJLni08v52gWlBATOpPSjnuNtQs7I3bFCGujWbR6IFTuSm4bMvV0s3L81xQ%2FIMuwfMtKrHRO95VC%7Ctkp%3ABk9SR4D9vI-jYg
Lenovo ThinkPad T460 240GB SSD i5 Windows 10 64Bit 8GB 2.40GHz Laptop Webcam,US,$99.99,Used,Intel Core i5 vPro,14 in,,8 GB,240GB,,2.40 GHz,Lenovo,,Notebook/Laptop,1920 x 1080,Lenovo ThinkPad T460,Windows 10,,SSD (Solid State Drive),,https://www.ebay.com/itm/305006601737?hash=item4703cf6609:g:gl4AAOSwDf1koPCq&amdata=enc%3AAQAIAAAA0CluVk%2BduAZDK2Tw4TunuVQfYYjO5AYdtEMARmhCyu6KV9O3LNogJ7NjLLjRJ0e4sFFPSAlOcqgjncaqTriEZFxPMYOVPimEMgjphPpU2mGhjEnjbFdjeIp544E1hSVHYU6agyT6luAuKqwa5YQGAwo7dN%2B%2FcmHSOso%2FA4BieBCPMMuXAzfbhALcBIuNTTefZiABYm4pibtIbCt731GlHQsdao70iuia198n5whS2CGaYn78BpsFuKtpLbvPp5oQNXLOpds3wufF8sdwZfAMFOM%3D%7Ctkp%3ABk9SR4D9vI-jYg
Dell Latitude E5470 i7 2.3GHz | 8GB 256GB-SSD | *READ*,US,$115.00,Used,Intel Core i5 6th Gen.,14 in,Gray,8 GB,256 GB,Intel HD Graphics 530,2.30 GHz,Dell,Latitude,Notebook/Laptop,,Dell Latitude E5470,Windows 10,256 GB,SSD (Solid State Drive),,https://www.ebay.com/itm/394706242334?hash=item5be6534b1e:g:VoYAAOSw865km15A&amdata=enc%3AAQAIAAAAsCRZ%2FSq0AW0Y9oYunbz7quNPJd5d6KW5AZJlNpOD881Hfy1LF01tsChXzBitOgeaIqwEvlckJ%2BTy7JV3LPapqiDX5BUdiVs3OSxsxR35XVBLw18Pi8kXstvLG4isJ3kaaCBmG8XXhO6fLJIkggOM0he5ESaLMR%2Bnsy9ytyddyRvnys%2Fb84V%2BFveN5gmnuXB1qkcsV5T9pCYLDxrnExdBYIlfze9b5xpwWL1H%2Bl%2FCxUbo%7Ctkp%3ABk9SR4D9vI-jYg
Lenovo ThinkPad E460 | i5 2.3 GHz | 8GB 500GB | *READ DESCRIPTION*,US,$71.00,Used,Intel Core i5 6th Gen.,14 in,Black,8 GB,500 GB,Intel HD Graphics,,Lenovo,ThinkPad,Notebook/Laptop,,Lenovo ThinkPad E460,Windows 10 Home,500 GB,HDD (Hard Disk Drive),,https://www.ebay.com/itm/235067846924?epid=0&hash=item36bb22b10c:g:HMgAAOSwrSpkm1I4&amdata=enc%3AAQAIAAAA0Hfoo40%2Fb8GGEcYD34rc7PViBoKV%2B5fAcpU0s8j1%2FlYIV%2FxVHJWpj9mGNl9%2BnPUlDlYAZ%2BSY2jTJcIVB2Fl0TBtDqeQMWlDP2dh%2FTV3qkKn7RC1aPmkU1L3SlLY2fjd1%2FeUExVeF4y6Gyr7j1LzdOFRJZRIRZXzQdygd2%2BzQPW%2F3gcRfge3PNitodrI74mV9otf1ycrsxoVP1uZMZ0Od5OBukKbieW7PIhHIlAkx4cTslaCv2wfqdsdibVY%2BRF5SmllFT%2Bzex9i1laS3dss94%2FY%3D%7Ctkp%3ABk9SR4D9vI-jYg
"Lenovo IdeaPad 5 15ITL05 15.6"" Touch 16GB 512GB SSD Core i7-1165G7 2.8GHz Win10H",US,$325.00,Used,Intel Core i7 11th Gen.,15.6 in,Gray,16 GB,512 GB,Intel Iris Xe Graphics,2.80 GHz,Lenovo,,Notebook/Laptop,1920 x 1080,Lenovo IdeaPad 5,Windows 11 Home,512 GB,SSD (Solid State Drive),,https://www.ebay.com/itm/235065321611?hash=item36bafc288b:g:mB8AAOSwu99kmMcd&amdata=enc%3AAQAIAAAA4Hn9X37RSbdLTXV6QGKPkdU1mv5735o4iT1j3iz1HjtB1QBatJ8rWSwSkEV5IxKyxwlYWcvSUuvdry2LJbxaFFaMjdhqpsjrQktf4e1WZTLgR0Oes8Fl42%2BGgRWrndJOrFGvMlf470FX0UDByzWCGG3zR1%2BSakRUNBd5y%2Ft2vjIa6r%2FZyMWR3yukNIFI%2FvHlBhmljkH5uJuWPlVd6vzTSbm9MRXVEKoN199pNzo%2FZzrfVocKWyXt47LZejIzKrPzlkLlFPJnwnyZ5AeWxmTCfxJVRk1W8meDeImkF1%2FBuKB9%7Ctkp%3ABk9SR4D9vI-jYg
"VAIO FE14 14.1"" Laptop i7-1165G7 16GB RAM 1TB SSD Windows 11",US,$250.50,Used,Intel Core i7 11th Gen.,14.1 in,Silver,16 GB,1 TB,Intel Iris Xe Graphics,2.80 GHz,VAIO,,Notebook/Laptop,1920 x 1080,VAIO FE14,Windows 11 Home,1 TB,SSD (Solid State Drive),,https://www.ebay.com/itm/354886266642?hash=item52a0deaf12:g:WTEAAOSwgURkoK~m&amdata=enc%3AAQAIAAAAwOikeND%2FjX7ekV0Ws%2BBM7lpAdJp2HhFaYVzODN97TcU9emrYN7BBEA51mDyG7cOH%2BJP7i8cIB4ggoBSMOM2xYwHHEyeVGBlISqmowaq81F9awwkv4ZXBSsmVjSx%2Bqv9njVdc6vAd%2BYLm4YbxI0Hs%2Fi6BRQIAVHJI5pP%2F%2FCuKGT5rU1fCB2m%2FioWecHWXQKDEFxUm8oxczyothrLUUfkkdkYT%2FkL1JTy2Vd7K0SrpSL1%2B45zR22bJBisQh%2BZzccPf7w%3D%3D%7Ctkp%3ABk9SR4D9vI-jYg
Dell Latitude E6530 i5-3210M 4xCPU@2.5GHz 4GB RAM 120GB SSD Win 11 Pro(6-29-8),US,$31.00,Used,Intel Core i5 3rd Gen.,15.6 in,Silver,4 GB,120 GB,Intel HD Graphics 4000,2.50 GHz,Dell,Latitude,Notebook/Laptop,,Dell Latitude E6530,Windows 11 Pro,120 GB,SSD (Solid State Drive),,https://www.ebay.com/itm/225645599800?hash=item3489869c38:g:DCMAAOSwu~lkngHF&amdata=enc%3AAQAIAAAAsD0JwG2Vjv9v3B5bsRPH2N0aKhnKNIlWtlA9OMtXDaxHnURmqDHpaLeSOiyIb8AvzOhZCv%2FgWR%2BCjYHx%2BDgmtkUoP9cyYYxsQDfljva8U9sLqvYomvDdAm8OYYxG039IDue5g9mpMbaBfO0lI278rKCqdyUkgP1C0tkCGTo367EDEte8dh9xqnU42r%2BI2vfwGNvfoMi4i8zkQyTDVAdgciqJ1SppONvd84N4dPNGuwK8%7Ctkp%3ABk9SR4D9vI-jYg
Toshiba Satellite L655-S5155 Turns On No Keyboard No HDD 15.6” 4GB Intel Pentium,US,$0.01,For parts or not working,15.6 in,Intel Pentium,Gray,4 GB,,,,Toshiba,,Notebook/Laptop,,Toshiba Satellite L655-S5155,Not Included,,HDD (Hard Disk Drive),,https://www.ebay.com/itm/134629190636?hash=item1f58866bec:g:bl0AAOSwbPVkjgmR&amdata=enc%3AAQAIAAAA0EqIyLnkhK9t%2FDCo4DYMxnzLPVOl%2B3Ec57PlJ9CyA0ImIeemGog%2FifIqegG4B75jkb4eeMvIHLtYAPFZpDuEE5XczJhWhmCv8%2FLJAeEOrsD3QwEVnfQLY0EXNOLag8Yov3GWXMuu3UftvwFW0WSSZFBurcnu35xBig2EGI690UxR6UNwfNm5xPbDOzkbWwHVlIBern3zMU0l%2FXaLQpjQkWHvIPfqMeXDH0UgnJiGYCwdWnJJgZqvSJsCqfuTMwzjBAqsc0Sec0MDKhwQBpAt6zM%3D%7Ctkp%3ABk9SR4D9vI-jYg
"HP Pavilion dv6 15"" No HDD No Back Cover Intel Core 2 Duo 2.20GHz 4GB",US,$0.01,For parts or not working,Intel Core 2 Dou,15 in,Black,4 GB,Not Included,,2.20 GHz,HP,Pavilion,Notebook/Laptop,,HP Pavilion Dv6,Not Included,Not Included,HDD (Hard Disk Drive),,https://www.ebay.com/itm/145156487050?hash=item21cc00378a:g:wpgAAOSwtlBkjJnn&amdata=enc%3AAQAIAAAAsDUSCEX%2BPvjgZM6vcRKChZ%2FGU7SZ%2BZM1KlMerAQKj473vOrBzoBMpkHh5%2FVgMHR9UyhM6BUYOToM7JeimQ1h%2BwQ2ujyB1eVA5A%2FABe%2BIVlPIRsTSJQ7NyZfy6TKYbIvYwIgLQ0t3BQicryqRdlFlw3M9aRQ3HlwNLRhkyYCctljuBdnORJywzOnEiyF7PBiNjc5TAQKmt30M73WBqtugG0chuWlGD2RLPCBj3zl0pKY%2F%7Ctkp%3ABk9SR4D9vI-jYg
Alienware Gaming Laptop Core I7 8th Gen,US,$450.00,Used,Notebook/Laptop,Intel Core i7 8th Gen.,17.3 in,Black,12 GB,256 GB,NVIDIA GeForce GTX 1060 6GB,2.20 GHz,Alienware,,1920 x 1080,Alienware 17,Windows 10,1 TB,,,https://www.ebay.com/itm/374788050014?hash=item57431bcc5e:g:umgAAOSwWxZkoPD2&amdata=enc%3AAQAIAAAAwAww7ejZIHpzuHp3RIWlZ0W369g2p%2BKtXU6nlmsNZOVHjtDbj6x7W7hYcyJ5e5%2BLL7b8qzXweCZRxA%2Fj7rgmAdeIXddv9CUkCeuRqYlYl6%2BGajnAk%2BTpypkeCdRg8oyRlNobv09O0peXIFqSsylf4bzPnczk57u56zgPH8rKxzFecvSEkPbcNNXppIb6s5K1cD8Sj1qVJ26TWccpdLVFdqSB9sSB2LXWnaCh%2Bf1hlC66CVtpTPT689OyeD2qHchT9A%3D%3D%7Ctkp%3ABk9SR4D9vI-jYg
"15.6"" Lenovo G580 Laptop",US,$11.50,Used,Lenovo,Intel Celeron B,15.6 in,,,,,,,,,,,,,,https://www.ebay.com/itm/225640835628?hash=item34893dea2c:g:6EMAAOSwzg9kmj1R&amdata=enc%3AAQAIAAAA0CxlsyF0Uup4pU%2FVL6vHYKvARJjhaXBHg3eEPmDgbX9VVhmdWaC6t6gOncvf5NWG01P9BccyJJLN32Uew2cw9i6olS7c1bPl1UlxuOIHl2zGAul0tacTkH3kIYahLlI7khwXdrcT7P9hjH%2BBXGYHhxMxMmOpN1tjJsAFcJMWIFSREQsw30WKmCRvHJGLq19sl4CYdw2LDqVeZj%2B6WR9amm3PW5WIwCHqRtAHeJ8iegqKNB0n6ETTXoLUOq0iU10ksmOer9XR%2FqKRcPr5%2B5Q8Tx4%3D%7Ctkp%3ABk9SR4D9vI-jYg
"Dell XPS 13 9343 Intel Core i7-5500U 2.4GHz 8GB RAM 512GB SSD 13.3"" QHD+ Touch",US,$111.50,Used,Intel Core i7-5500U,"13.3"" QHD+ Touch",,,,,2.4GHz,Dell,,Ultrabook,,XPS 13 9343,Not included,512GB SSD,SSD Solid State Drive,,https://www.ebay.com/itm/314670282301?hash=item4943cf763d:g:X~IAAOSwY2VkmMby&amdata=enc%3AAQAIAAAA4G9D86gP7nh%2Fh%2Fil7W3CnsCw4s6w4l2jj5Jo6nltP01zwPs6XmFrBP7p3lmlg3qq8vdtrXM0%2FXMxYGEInK5x6h%2B7UiArKNq%2BaqAWuFWmLw3yQkocRwS3ZYlC%2FKbF%2BbK81A2PLxUJ2kggsKv5mprTLgy4JuEz9WSoNQI1wOm52HX0AZCuzJl%2FENmA8dzTD8wsCrs3J06Owz1ywYAK%2FcEcp%2F3hE5f7379RZnr4oVOaEu8UcOw%2FGI3Qa2eO1Zdl97YpDlbNPRG5Z897sI3EU7LjBXdYB0aykPpPROWN33E3nCzI%7Ctkp%3ABk9SR4D9vI-jYg
"TOSHIBA Satellite M55 S325 12.3"" (No HD, Intel Pentium M 740, 1.73GHz, 1GB)",US,$0.01,Used,Intel Centrino,12.3 in,Light Blue,1 GB,Not Included,,1.73 GHz,Toshiba,Satellite,Notebook/Laptop,,Satellite,Not Included,Not Included,HDD + SSD,,https://www.ebay.com/itm/134624789798?hash=item1f58434526:g:BqAAAOSw5rRklJzJ&amdata=enc%3AAQAIAAAA0JxXTpsKy1tshyhmsaZBuI2yihp0TeZXlVILs%2FhvaNa3V%2FaPVEcEWpH2E32hk9n5M7EDvWBHpZzpIM9nmMmhyeYubOxHCEYnzobx%2F14AIDFn7nue3mzBmwM5xZGDlLcp0AtYi4e2AsuvRUPibfijb9%2BgSANxw5zoJa2jxGJb0xATbKjxzWsnMUtWi3dvnGj7ymY4xobxdrxHzY%2BUHIoM72LDD7mKJA6XyTm4W%2FFAz30VyFDEud28mRAfoXhFNQIPKRZ2CR4MQRZwSI%2BK9xvNbRQ%3D%7Ctkp%3ABk9SR4D9vI-jYg
"HP Elitebook 2740p 12.1"" (No HD, Good LCD, Intel Core i5-560M, 2.67GHz, 4GB)",US,$14.00,Used,Intel Core i5-560M,12.1 in,Gray,4 GB,Not Included,,2.67 GHz,HP,EliteBook,Notebook/Laptop,,HP Elitebook 2740p,Not Included,Not Included,HDD (Hard Disk Drive),,https://www.ebay.com/itm/134626434897?hash=item1f585c5f51:g:Xz8AAOSwuQBklfeZ&amdata=enc%3AAQAIAAAA0AIG2jVJYe2sZxuZ5WqQwabiKyR2qh83a0n%2FWzTfAnR8tNpDrQJ9Byxn1JlfxZDnXtox701jtAK4fAJr2S4v2HZq%2BZng65PnVhWUkN8vHfnfX6POQGvYe%2FekWN%2FHh06afvPTV3ZV2PR3W3A3tjZKcNPo3roirKE7rcDHGTqQwr9Af2qi2O3JfmSRN3oLMNESI9Df2gNVoaWDPAEQsQFZC8A2iSFIRaep6jzjhweZa013rAegXet7fIx%2BdYrqcz0qVFyCNVoRtH73yOUaitBj1eU%3D%7Ctkp%3ABk9SR4D9vI-jYg
Dell Inspiron 1764 Turns On Broken Screen 4GB No HDD 17.3 Intel Core i5,US,$1.25,For parts or not working,17.3 in,Intel Core i5,Pink,4 GB,,,,Dell,Inspiron,Notebook/Laptop,,Dell Inspiron 1764,Not Included,No HDD,HDD (Hard Disk Drive),,https://www.ebay.com/itm/134627786870?hash=item1f58710076:g:QW4AAOSwoVJklzAW&amdata=enc%3AAQAIAAAA0Fd6%2BQWT6eyyLZrpXYApK%2BOrrq5Kvhh8vvX8pczqIOLYM%2BHeJURekWhtngw3PusFPxcudeRghu3keNFjG1wFoUJ6f7IOQAvWwxG9YmtxVcKE%2FyRfz4a5qvyYOnW8H5xRQz7cE%2B7cND%2FP%2FbO2%2BSC%2B4O3uwjOstrGKaztmKYHM9t16BNHAbI6JPcOIMD7S9Alqm1ZEhgNfRqdOs9WknutcpN%2B0x5iAj7W1SxqlN4Qv3Wra4hLg9yi3ZtDugchu5bNwlr%2FqQUHGP4Gai7aAcSlGCuI%3D%7Ctkp%3ABk9SR4D9vI-jYg
HP Pavilion G60 Turns On Broken Screen Intel Core No HDD 15.6”,US,$0.01,For parts or not working,15.6 in,Intel Pentium Dual-Core,Black,,,,,HP,,Notebook/Laptop,,HP Pavilion G60,Not Included,,HDD (Hard Disk Drive),,https://www.ebay.com/itm/145153007582?hash=item21cbcb1fde:g:kpcAAOSw3Q5kle-G&amdata=enc%3AAQAIAAAA0BRPGSkSFfP7iCR4XrhVyFyCTfz%2BCK1UhiJbofOwapg3w06fKw61nuXcUM8j63FXSF3f1ky0%2B6ZwbFAAFyT4tOFyjPHZW01%2FHJCREoZ9z3E7ne3dmh%2FZR7B1Rlm%2ByjrxpKn5oxTWsXOfY4jMJovVyPXSiLlA6TciEWa0ZAE0qzx%2FaRlRHpNnB4rNnRvXHPtzye88tFIGihLou8pdgvUAQ5jiwj8yPlTdtwtBwVFYaCvtI5h68E6PAwA0D3SM5MjDyRpq3wBZIxUy4t0wkPSL%2B4I%3D%7Ctkp%3ABk9SR4D9vI-jYg
Mixed Lot of 5 Dell Latitude -(7480 / 7490)-(8GB Ram / 128GB SSD)-,US,$445.00,Used,Intel Core i5 8th Gen.,14 in,Black,8 GB,128 GB,Intel HD Graphics,,Dell,Latitude,Notebook/Laptop,1920 x 1080,Dell Latitude 7480,Not Included,128 GB,SSD (Solid State Drive),,https://www.ebay.com/itm/295785421620?hash=item44de2f5b34:g:8eUAAOSwxhtkmxSC&amdata=enc%3AAQAIAAAAsJSVj2bAQ%2F%2F4k9xD%2BTqjrzSRW7XeDJt1uX4na3knq%2FClXppW4%2FZmyPi%2FBFeySwQ3XKkaHwG3q%2Bakasy80YqPw7uE3ye4ISEoPYHkRdrAo%2F9GK4wyAtheMLhrZKOWvj3ev%2FgDZunb7lBTn1F%2F0LR2B7b%2BVo673%2BlK1YLJrxd%2Bm3S1UG6c6TN08e4izdrj5zaySwh468vIFkguAKlJsb2dNMg7hZ3ILSzv0aNDKQkJxIPL%7Ctkp%3ABk9SR4L9vI-jYg
LOT OF 4 Panasonic Toughbook CF-30 Core 2 Duo L9300 4GB RAM NO HD NO CADI,US,$10.50,For parts or not working,Panasonic,Intel Core 2 Duo,13.3 in,,4 GB,,Intel HD Graphics,1.60 GHz,Toughbook,Notebook/Laptop,,Panasonic Toughbook CF-30,Windows 10 Pro,,SSD (Solid State Drive),,https://www.ebay.com/itm/394691956787?hash=item5be5795033:g:99QAAOSw8GZkkgcf&amdata=enc%3AAQAIAAAA0NXXWQwi%2FEb%2Fnkx4UFE%2FeSkJ%2BnzgE6KfsKgTaRW0wAFqRxBydcC7wwIP%2Fih4a1od8RstaGL2IXB7CINk3zd0Kwmi0OGaTx3U1WbauV1If68UqEXNuBwUUlkQHd%2FadM6og%2B0oroo1pWio419bhI9Ucp1YGIkZArTF7NN1hBVYuBDOAHBgyMJ%2FhEOqhMjvzdUjUaSY8473QQUDH9zV66jgA68BIkan6B2wcvJFLc%2BahWgNRSG7nfH3D77panNIpSM8C4qOSwmJxAnzPSBol81pcOk%3D%7Ctkp%3ABk9SR4L9vI-jYg
